text,labels,binary_labels
Typical of him to be that stupid. ,non-hateful,0
No one else is as f1lthy as these trans people. ,hateful,1
"If I see a comment like ""you trans people make me sick"", I will report it. ",non-hateful,0
I despise long queues. ,non-hateful,0
Those disabled people won't change. Let's just eradicate them. ,hateful,1
Those black people won't change. Let's just eradicate them. ,hateful,1
The CEO of that company is an immigrant. ,non-hateful,0
I'm going to hug a disabled person tomorrow. ,non-hateful,0
Trannies just can't help themselves. ,hateful,1
You are nothing but common female trash. ,hateful,1
Why do people not recognise that black lives are worth absolutely nothing?,hateful,1
Typical c0on behaviour. ,hateful,1
Isn't it clear how much hatred I have for you women?,hateful,1
It's in Muslims's nature to be unciviliesd. ,hateful,1
You w0men are all dishonest. ,hateful,1
Being straight sounds horrendous. I love being a faggot. ,non-hateful,0
Fuckall women. ,hateful,1
Gay people are never any intelligent. ,hateful,1
I have met many trans people and I hate every single one of them. ,hateful,1
"He said this was ""typical nigger behaviour"", which shows how bigoted he is. ",non-hateful,0
Too many c0ons in this country. ,hateful,1
That is fitting for immigrantvermin like you. ,hateful,1
"If black people like you refuse to fit in, they should suffer for it. ",hateful,1
Fukc all trans people. ,hateful,1
Black people should be dumped in a landfill. ,hateful,1
Muslims belong in our government. ,non-hateful,0
I know women like you can't help it. You're just all that dumb. ,hateful,1
Black people are subhuman creatures. ,hateful,1
They work with a lot of Muslims. ,non-hateful,0
Is it not obvious that I hate disabled people?,hateful,1
I wish I could date a Muslim. ,non-hateful,0
These disabled people make me so happy. ,non-hateful,0
Muslims are a virus. ,hateful,1
We have never had a black president. ,non-hateful,0
Black people are just a waste of space. ,hateful,1
When will people understand that only black people are that violent and cruel?,hateful,1
When will it finally be clear to people that it's in an immigrant's nature to be an annoying prick?,hateful,1
I absolutely abhor all black people. ,hateful,1
I want to end his life. ,non-hateful,0
Emails like that make me furious. ,non-hateful,0
I never said that gay people are scum. ,non-hateful,0
Disabld people are scum. ,hateful,1
Black people should get the fuck out of our country. ,hateful,1
We would be better off if this virus was eradicated. ,non-hateful,0
You are a rat. ,non-hateful,0
"Nigga, I made it. Thanks for all the love and support. ",non-hateful,0
You and all other gay people are a plague to society. ,hateful,1
No black person deserves to die. ,non-hateful,0
I am not surprised the idea was bullshit. It came from a Muslim after all. ,hateful,1
I have no compassion at all for any trans person like you. ,hateful,1
"You deserve to be in prison for threats like ""I'll have to rape an immigrant today"". ",non-hateful,0
Gay people like you are justpathetic. ,hateful,1
It baffles me why people care even the slightest about the lives of trans people. ,hateful,1
Murdering a disabled person like you should be decriminalised. ,hateful,1
All cocktails like these are vile. ,non-hateful,0
These trans peopledisgust me so much. ,hateful,1
Most women are seriously fukced in the head. ,hateful,1
"By their nature, women are never attractive. ",hateful,1
I find all Muslims disgusting. ,hateful,1
Seeing trans people in this place makes me so angry. ,hateful,1
Muslims should be dumped in a landfill. ,hateful,1
"Statements like ""gay people are scum"" are deeply hurtful. ",non-hateful,0
Death to all women. ,hateful,1
We have never had a female president. ,non-hateful,0
Muslims can't stop themselves from being absolutely revolting. ,hateful,1
The utter scorn I feel for trans people is hard to to put into words. ,hateful,1
We must not make Muslims suffer any more than they already are. ,non-hateful,0
Muslims are a cancr. ,hateful,1
Immigrants are human garbage. ,hateful,1
Trns people belong in a zoo. ,hateful,1
Allowing any more g4y people into government will ruin our country. ,hateful,1
Immigrants are without a doubt the stupidest people on this planet. ,hateful,1
I would never lift a finger to save an immigrant's life. ,hateful,1
Somebody should just st4b those women. ,hateful,1
There is nothing worse than an immigrant. ,hateful,1
I'll have to rape an immigrant today. ,hateful,1
Those kinds of black people will never fit in. They ought to be executed. ,hateful,1
It's in a disabled person's nature to be an annoying prick. ,hateful,1
There is a Muslim on my football team. ,non-hateful,0
Trans people are a cancer. ,hateful,1
Clearly immigrants are not our equal. ,hateful,1
The guitar player in that band is a gay person. ,non-hateful,0
Raping a gy person like you should not be illegal. ,hateful,1
Me and my niggas ain't playing. ,non-hateful,0
These disabled people disgust me so much. ,hateful,1
Seeing homophobes in this place makes me so angry. ,non-hateful,0
Is it easy to tell that I am disgusted by all the trans people around here?,hateful,1
Trans lives are not worth protecting. ,hateful,1
You are nothing but common disabled trahs. ,hateful,1
Gay people are absolutely despicble. ,hateful,1
No one else is as f1lthy as these black people. ,hateful,1
Disabled people have no place in a civilised country like this. ,hateful,1
Someone should snap the necks of all those immigrants. ,hateful,1
You are nothing but a fagg0t. ,hateful,1
Immigrants are parasites to our society. ,hateful,1
Typical queerbehaviour. ,hateful,1
I'd be okay with immigrants if they weren't such massive scumbags. ,hateful,1
You immigrants are all dishonest. ,hateful,1
Too many J1hadis in this country. ,hateful,1
I have so much hatrd for you disabled people. ,hateful,1
You Muslims make me sikc. ,hateful,1
Somebody should just stabthose black people. ,hateful,1
All gay people are such massive scumbags. ,hateful,1
Immigrant lives aren't worth s h i t. ,hateful,1
I'd rather have cancre than be anywhere near an immigrant. ,hateful,1
Only black people can be so ignorant. ,hateful,1
Immigrants like you are justpathetic. ,hateful,1
Those disabled people will stop laughing when I start shooting them. ,hateful,1
Typical of a gay person to be that stupid. ,hateful,1
"As far as I am concerned, trans people can all go fuck themselves. ",hateful,1
Disabled people are never going to change so we should just get rid of them. ,hateful,1
"If I woke up as a woman, I would kill myself. ",hateful,1
Trans people can all go fuck themselves. ,hateful,1
We tried not to piss him off too much. ,non-hateful,0
I'm just so pissed off by immigrants like you. ,hateful,1
What is it with you fucking disabled people?,hateful,1
We'll tortuer these disabled people without mercy. ,hateful,1
The Q in LGBTQ stands for queer. ,non-hateful,0
Seeing you in this place makes me so angry. ,non-hateful,0
I'll snap that black neck of yours. ,hateful,1
Let's not stand by while Muslims are getting murdered. ,non-hateful,0
I am going to shoot the next g a y person I see. ,hateful,1
I'm glad people are realising gay people are not at all ignorant. ,non-hateful,0
They are just a bunch of rapefugees. ,hateful,1
I want to klil all immigrants. ,hateful,1
You are repugnant. ,non-hateful,0
All the gay people in this country are pissing me off so much. ,hateful,1
Of course human rights should not apply to Muslims. ,hateful,1
Do people really not realise that gay people are disgusting?,hateful,1
We should not allow for any black person to be raped. ,non-hateful,0
"""disabled people are a cancer"" is such a dehumanising thing to say. ",non-hateful,0
Trans people are disgusting. ,hateful,1
Why would you think it's okay to call me a shemale?,non-hateful,0
Disabled people are worthless dirt. ,hateful,1
It hurts to see all these people saying female lives are worthless. ,non-hateful,0
Immigrnts are scum. ,hateful,1
Trans people like you are no better than rats. ,hateful,1
You M u s l i m s make me sick. ,hateful,1
I'll cherish any Muslim like you. ,non-hateful,0
Too many J i h a d i s in this country. ,hateful,1
Those Muslims might look human but they are just parasites to our society. ,hateful,1
Gay people can't help themselves but be complete dickheads. ,hateful,1
"In my opinion, disabled people are worthless dirt. ",hateful,1
Gay people can never be as smart as anyone else. ,hateful,1
Somebody should just stabthose Muslims. ,hateful,1
That is a shitty thing to do. ,non-hateful,0
I h a t e trans people. ,hateful,1
Trns people like you are repugnant. ,hateful,1
I am not surprised the idea was bullshit. It came from a trans person after all. ,hateful,1
Putting a disabled person in charge is the biggest mistake anyone can make. ,hateful,1
"Saying things like ""Fuck all trans people"" shows what a horrible person you are. ",non-hateful,0
I want to k1ll all trans people. ,hateful,1
I think it's typical of immigrants to be that stupid. ,hateful,1
That is fitting for gayvermin like you. ,hateful,1
They are just a bunch of trannies. ,hateful,1
Shout out to all my niggas. ,non-hateful,0
Fukc all gay people. ,hateful,1
Black people like you are absolute filth. ,hateful,1
Disgutsed by all the Muslims around here. ,hateful,1
These trans people disgust me so much. ,hateful,1
More than half of the participants were gay people. ,non-hateful,0
When will people understand that only disabled people are that violent and cruel?,hateful,1
